GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,ESTAB,EMP,PAYQTR1,PAYANN
1,Alabama,1131,Timber tract operations,49,387,3850,15520
1,Alabama,1132,Forest nurseries and gathering of forest products,7,56,945,3451
1,Alabama,1133,Logging,530,3978,37326,160389
1,Alabama,1141,Fishing,16,21,149,805
1,Alabama,1142,Hunting and trapping,9,75,866,3533
1,Alabama,1151,Support activities for crop production,42,966,6434,30900
1,Alabama,1152,Support activities for animal production,42,320,2044,7564
1,Alabama,1153,Support activities for forestry,119,786,10130,35427
1,Alabama,2111,Oil and gas extraction,30,307,8933,27972
1,Alabama,2121,Coal mining,27,2010,42104,155078
1,Alabama,2122,Metal ore mining,3,b,D,D
1,Alabama,2123,Nonmetallic mineral mining and quarrying,87,1678,24145,98792
1,Alabama,2131,Support activities for mining,67,1168,18618,69349
1,Alabama,2211,"Electric power generation, transmission and distribution",249,12660,399762,1207222
1,Alabama,2212,Natural gas distribution,29,g,D,D
1,Alabama,2213,"Water, sewage and other systems",75,611,5840,25853
1,Alabama,2361,Residential building construction,1381,5942,66148,296160
1,Alabama,2362,Nonresidential building construction,662,15436,222365,946101
1,Alabama,2371,Utility system construction,260,6299,75854,341498
1,Alabama,2372,Land subdivision,98,502,5533,25042
1,Alabama,2373,"Highway, street, and bridge construction",176,4551,48079,222295
1,Alabama,2379,Other heavy and civil engineering construction,86,861,8563,36574
1,Alabama,2381,"Foundation, structure, and building exterior contractors",868,7690,72578,327616
1,Alabama,2382,Building equipment contractors,2283,26477,279704,1224958
1,Alabama,2383,Building finishing contractors,880,6694,62306,273241
1,Alabama,2389,Other specialty trade contractors,730,7875,78370,359365
1,Alabama,3111,Animal food manufacturing,37,1215,14428,60990
1,Alabama,3112,Grain and oilseed milling,13,1019,12951,57740
1,Alabama,3113,Sugar and confectionery product manufacturing,15,272,3210,14113
1,Alabama,3114,Fruit and vegetable preserving and specialty food manufacturing,7,41,283,1588
1,Alabama,3115,Dairy product manufacturing,8,1031,11758,48687
1,Alabama,3116,Animal slaughtering and processing,75,23331,153375,659016
1,Alabama,3117,Seafood product preparation and packaging,20,900,6219,27924
1,Alabama,3118,Bakeries and tortilla manufacturing,78,1791,19466,76221
1,Alabama,3119,Other food manufacturing,28,2387,24393,108609
1,Alabama,3121,Beverage manufacturing,41,1095,17827,76059
1,Alabama,3122,Tobacco manufacturing,1,c,D,D
1,Alabama,3131,"Fiber, yarn, and thread mills",7,1097,8920,33550
1,Alabama,3132,Fabric mills,11,1056,9938,35202
1,Alabama,3133,Textile and fabric finishing and fabric coating mills,7,92,506,2543
1,Alabama,3141,Textile furnishings mills,25,3166,24085,106951
1,Alabama,3149,Other textile product mills,59,1503,12046,45490
1,Alabama,3151,Apparel knitting mills,17,1139,6268,27143
1,Alabama,3152,Cut and sew apparel manufacturing,23,1045,6339,25119
1,Alabama,3159,Apparel accessories and other apparel manufacturing,4,8,52,215
1,Alabama,3161,Leather and hide tanning and finishing,2,a,D,D
1,Alabama,3169,Other leather and allied product manufacturing,10,76,346,1600
1,Alabama,3211,Sawmills and wood preservation,98,5061,56253,230840
1,Alabama,3212,"Veneer, plywood, and engineered wood product manufacturing",46,2719,28084,123073
1,Alabama,3219,Other wood product manufacturing,187,7434,54308,246851
1,Alabama,3221,"Pulp, paper, and paperboard mills",17,7317,147805,608502
1,Alabama,3222,Converted paper product manufacturing,40,3036,38315,154996
1,Alabama,3231,Printing and related support activities,336,3336,29776,123401
1,Alabama,3241,Petroleum and coal products manufacturing,30,2012,44266,165066
1,Alabama,3251,Basic chemical manufacturing,56,3823,88509,351793
1,Alabama,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",29,5585,79762,337243
1,Alabama,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",22,888,13474,53145
1,Alabama,3254,Pharmaceutical and medicine manufacturing,16,1308,17016,72464
1,Alabama,3255,"Paint, coating, and adhesive manufacturing",27,920,15556,64017
1,Alabama,3256,"Soap, cleaning compound, and toilet preparation manufacturing",14,350,2586,11767
1,Alabama,3259,Other chemical product and preparation manufacturing,26,708,8034,33968
1,Alabama,3261,Plastics product manufacturing,135,12660,138800,564969
1,Alabama,3262,Rubber product manufacturing,43,5092,67669,279543
1,Alabama,3271,Clay product and refractory manufacturing,24,1060,13862,56659
1,Alabama,3272,Glass and glass product manufacturing,12,1028,13452,51686
1,Alabama,3273,Cement and concrete product manufacturing,167,2667,31355,134021
1,Alabama,3274,Lime and gypsum product manufacturing,9,449,8154,32915
1,Alabama,3279,Other nonmetallic mineral product manufacturing,57,975,11917,46757
1,Alabama,3311,Iron and steel mills and ferroalloy manufacturing,17,4586,96929,398502
1,Alabama,3312,Steel product manufacturing from purchased steel,20,3876,72391,292397
1,Alabama,3313,Alumina and aluminum production and processing,18,2388,34639,138774
1,Alabama,3314,Nonferrous metal (except aluminum) production and processing,18,2068,21899,90513
1,Alabama,3315,Foundries,36,4201,51803,205803
1,Alabama,3321,Forging and stamping,35,1889,20002,77035
1,Alabama,3322,Cutlery and handtool manufacturing,9,182,1752,7124
1,Alabama,3323,Architectural and structural metals manufacturing,313,9459,97912,433940
1,Alabama,3324,"Boiler, tank, and shipping container manufacturing",25,956,12318,49083
1,Alabama,3325,Hardware manufacturing,7,841,6282,26861
1,Alabama,3326,Spring and wire product manufacturing,11,470,5248,22932
1,Alabama,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",346,5154,57996,231885
1,Alabama,3328,"Coating, engraving, heat treating, and allied activities",63,1294,15279,63928
1,Alabama,3329,Other fabricated metal product manufacturing,84,3897,47209,202797
1,Alabama,3331,"Agriculture, construction, and mining machinery manufacturing",23,832,11967,49374
1,Alabama,3332,Industrial machinery manufacturing,27,797,9116,41012
1,Alabama,3333,Commercial and service industry machinery manufacturing,24,674,9942,40999
1,Alabama,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",21,1552,17218,67708
1,Alabama,3335,Metalworking machinery manufacturing,56,1203,12923,54671
1,Alabama,3336,"Engine, turbine, and power transmission equipment manufacturing",16,1078,13537,54132
1,Alabama,3339,Other general purpose machinery manufacturing,89,3976,49900,220617
1,Alabama,3341,Computer and peripheral equipment manufacturing,8,611,8956,39063
1,Alabama,3342,Communications equipment manufacturing,17,2199,42277,163268
1,Alabama,3343,Audio and video equipment manufacturing,1,a,D,D
1,Alabama,3344,Semiconductor and other electronic component manufacturing,30,1588,16630,68446
1,Alabama,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",34,2098,44097,170784
1,Alabama,3346,Manufacturing and reproducing magnetic and optical media,3,g,D,D
1,Alabama,3351,Electric lighting equipment manufacturing,9,94,802,3463
1,Alabama,3352,Household appliance manufacturing,3,g,D,D
1,Alabama,3353,Electrical equipment manufacturing,28,1596,25289,105849
1,Alabama,3359,Other electrical equipment and component manufacturing,25,1594,17722,69908
1,Alabama,3361,Motor vehicle manufacturing,5,11403,215904,947937
1,Alabama,3362,Motor vehicle body and trailer manufacturing,51,5306,53458,229535
1,Alabama,3363,Motor vehicle parts manufacturing,145,28693,296948,1270091
1,Alabama,3364,Aerospace product and parts manufacturing,31,6363,103377,427586
1,Alabama,3365,Railroad rolling stock manufacturing,8,1074,12116,46061
1,Alabama,3366,Ship and boat building,43,6025,80426,342073
1,Alabama,3369,Other transportation equipment manufacturing,15,841,12628,49455
1,Alabama,3371,Household and institutional furniture and kitchen cabinet manufacturing,207,6417,50959,222881
1,Alabama,3372,Office furniture (including fixtures) manufacturing,35,2736,30300,115509
1,Alabama,3379,Other furniture related product manufacturing,9,266,1807,6912
1,Alabama,3391,Medical equipment and supplies manufacturing,116,2624,29475,126425
1,Alabama,3399,Other miscellaneous manufacturing,149,3959,44048,182654
1,Alabama,4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,417,6038,68383,285981
1,Alabama,4232,Furniture and home furnishing merchant wholesalers,94,702,9830,41827
1,Alabama,4233,Lumber and other construction materials merchant wholesalers,331,3755,52050,216934
1,Alabama,4234,Professional and commercial equipment and supplies merchant wholesalers,341,4541,78468,308393
1,Alabama,4235,Metal and mineral (except petroleum) merchant wholesalers,200,3598,48641,210838
1,Alabama,4236,Household appliances and electrical and electronic goods merchant wholesalers,388,4361,75412,314303
1,Alabama,4237,"Hardware, plumbing and heating equipment and supplies merchant wholesalers",290,4149,55872,270537
1,Alabama,4238,"Machinery, equipment, and supplies merchant wholesalers",889,10354,145923,616559
1,Alabama,4239,Miscellaneous durable goods merchant wholesalers,412,4711,50907,204386
1,Alabama,4241,Paper and paper product merchant wholesalers,115,1475,18680,75031
1,Alabama,4242,Drugs and druggists' sundries merchant wholesalers,86,2666,108802,283814
1,Alabama,4243,"Apparel, piece goods, and notions merchant wholesalers",64,721,6632,27462
1,Alabama,4244,Grocery and related product merchant wholesalers,341,11341,128461,536281
1,Alabama,4245,Farm product raw material merchant wholesalers,46,358,2912,12453
1,Alabama,4246,Chemical and allied products merchant wholesalers,143,1383,19537,81670
1,Alabama,4247,Petroleum and petroleum products merchant wholesalers,157,1437,17806,72031
1,Alabama,4248,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",45,2967,34509,135218
1,Alabama,4249,Miscellaneous nondurable goods merchant wholesalers,276,4225,42335,167685
1,Alabama,4251,Wholesale electronic markets and agents and brokers,640,3865,40364,186520
1,Alabama,4411,Automobile dealers,917,18513,217465,920596
1,Alabama,4412,Other motor vehicle dealers,223,2286,19605,93820
1,Alabama,4413,"Automotive parts, accessories, and tire stores",1215,9850,63729,264718
1,Alabama,4421,Furniture stores,479,3498,25556,109225
1,Alabama,4422,Home furnishings stores,410,3231,17713,76217
1,Alabama,4431,Electronics and appliance stores,596,5711,63032,217126
1,Alabama,4441,Building material and supplies dealers,964,18743,124426,533422
1,Alabama,4442,Lawn and garden equipment and supplies stores,373,2714,16895,77967
1,Alabama,4451,Grocery stores,1028,32312,152080,630724
1,Alabama,4452,Specialty food stores,207,1567,5996,25794
1,Alabama,4453,"Beer, wine, and liquor stores",357,1196,6786,28497
1,Alabama,4461,Health and personal care stores,1745,18252,140579,581660
1,Alabama,4471,Gasoline stations,3128,17848,80702,325203
1,Alabama,4481,Clothing stores,1545,17123,53976,230701
1,Alabama,4482,Shoe stores,398,3616,11710,50353
1,Alabama,4483,"Jewelry, luggage, and leather goods stores",262,1535,10255,42776
1,Alabama,4511,"Sporting goods, hobby, and musical instrument stores",468,6697,27942,122328
1,Alabama,4512,Book stores and news dealers,124,1479,4869,20350
1,Alabama,4521,Department stores,115,10474,49033,201346
1,Alabama,4529,Other general merchandise stores,1374,46745,264454,1102509
1,Alabama,4531,Florists,227,839,3311,13919
1,Alabama,4532,"Office supplies, stationery, and gift stores",373,2676,11791,48287
1,Alabama,4533,Used merchandise stores,338,3068,12460,51162
1,Alabama,4539,Other miscellaneous store retailers,544,2854,15390,68010
1,Alabama,4541,Electronic shopping and mail-order houses,249,1920,17456,78198
1,Alabama,4542,Vending machine operators,66,555,3926,16632
1,Alabama,4543,Direct selling establishments,372,1821,16021,65367
1,Alabama,4811,Scheduled air transportation,17,417,6724,28705
1,Alabama,4812,Nonscheduled air transportation,19,46,825,3534
1,Alabama,4831,"Deep sea, coastal, and great lakes water transportation",6,195,3749,14618
1,Alabama,4832,Inland water transportation,11,244,4305,22798
1,Alabama,4841,General freight trucking,952,18041,185629,788853
1,Alabama,4842,Specialized freight trucking,815,8399,77329,338741
1,Alabama,4851,Urban transit systems,2,c,D,D
1,Alabama,4852,Interurban and rural bus transportation,4,134,993,3241
1,Alabama,4853,Taxi and limousine service,32,159,740,3051
1,Alabama,4854,School and employee bus transportation,15,661,2701,11326
1,Alabama,4855,Charter bus industry,17,407,2042,9140
1,Alabama,4859,Other transit and ground passenger transportation,36,282,1555,6366
1,Alabama,4861,Pipeline transportation of crude oil,8,107,2409,9002
1,Alabama,4862,Pipeline transportation of natural gas,32,533,13972,48221
1,Alabama,4869,Other pipeline transportation,6,37,998,3566
1,Alabama,4871,"Scenic and sightseeing transportation, land",3,a,D,D
1,Alabama,4872,"Scenic and sightseeing transportation, water",32,59,459,2390
1,Alabama,4881,Support activities for air transportation,87,4751,84319,335348
1,Alabama,4882,Support activities for rail transportation,48,1191,11517,48030
1,Alabama,4883,Support activities for water transportation,48,1133,16179,69077
1,Alabama,4884,Support activities for road transportation,145,891,6522,28594
1,Alabama,4885,Freight transportation arrangement,193,2137,25969,102441
1,Alabama,4889,Other support activities for transportation,9,27,233,1040
1,Alabama,4921,Couriers and express delivery services,155,5328,57443,233994
1,Alabama,4922,Local messengers and local delivery,36,423,3521,18698
1,Alabama,4931,Warehousing and storage,232,13287,119991,498271
1,Alabama,5111,"Newspaper, periodical, book, and directory publishers",225,4487,52642,206177
1,Alabama,5112,Software publishers,73,2174,42191,177844
1,Alabama,5121,Motion picture and video industries,108,1791,9324,41306
1,Alabama,5122,Sound recording industries,16,42,571,2551
1,Alabama,5151,Radio and television broadcasting,156,2725,30809,125474
1,Alabama,5152,Cable and other subscription programming,2,e,D,D
1,Alabama,5171,Wired telecommunications carriers,560,10227,183292,673375
1,Alabama,5172,Wireless telecommunications carriers (except satellite),288,3962,61670,219124
1,Alabama,5174,Satellite telecommunications,3,18,235,1175
1,Alabama,5179,Other telecommunications,62,261,2262,9772
1,Alabama,5182,"Data processing, hosting, and related services",107,6553,86777,368734
1,Alabama,5191,Other information services,58,399,6057,25303
1,Alabama,5211,Monetary authorities - central bank,1,a,D,D
1,Alabama,5221,Depository credit intermediation,2058,32369,560921,1995915
1,Alabama,5222,Nondepository credit intermediation,1408,5752,73948,290713
1,Alabama,5223,Activities related to credit intermediation,578,1994,20468,98823
1,Alabama,5231,Securities and commodity contracts intermediation and brokerage,409,1972,85383,326205
1,Alabama,5239,Other financial investment activities,389,1579,36572,143159
1,Alabama,5241,Insurance carriers,645,14125,344103,1169009
1,Alabama,5242,"Agencies, brokerages, and other insurance related activities",1808,12174,202503,875194
1,Alabama,5259,Other investment pools and funds,11,c,D,D
1,Alabama,5311,Lessors of real estate,1595,5819,60745,219216
1,Alabama,5312,Offices of real estate agents and brokers,979,3242,36245,158358
1,Alabama,5313,Activities related to real estate,790,7348,69707,303781
1,Alabama,5321,Automotive equipment rental and leasing,249,2092,17329,72777
1,Alabama,5322,Consumer goods rental,348,2164,17125,72756
1,Alabama,5323,General rental centers,35,289,2052,8350
1,Alabama,5324,Commercial and industrial machinery and equipment rental and leasing,196,2083,30347,128099
1,Alabama,5331,Lessors of nonfinancial intangible assets (except copyrighted works),24,181,3415,14613
1,Alabama,5411,Legal services,2569,13192,195668,968342
1,Alabama,5412,"Accounting, tax preparation, bookkeeping, and payroll services",1628,14938,149626,662149
1,Alabama,5413,"Architectural, engineering, and related services",1397,27241,550028,2307257
1,Alabama,5414,Specialized design services,202,504,4581,21289
1,Alabama,5415,Computer systems design and related services,1115,17402,345332,1436429
1,Alabama,5416,"Management, scientific, and technical consulting services",1167,7784,108025,454761
1,Alabama,5417,Scientific research and development services,239,9342,173862,705968
1,Alabama,5418,"Advertising, public relations, and related services",302,3414,36406,142476
1,Alabama,5419,"Other professional, scientific, and technical services",785,6659,44501,197173
1,Alabama,5511,Management of companies and enterprises,652,17797,497331,1643563
1,Alabama,5611,Office administrative services,226,4771,50461,225191
1,Alabama,5612,Facilities support services,75,2770,31907,134665
1,Alabama,5613,Employment services,641,88156,509568,2289955
1,Alabama,5614,Business support services,337,9898,62971,271410
1,Alabama,5615,Travel arrangement and reservation services,109,1077,11690,48389
1,Alabama,5616,Investigation and security services,324,11889,65405,280952
1,Alabama,5617,Services to buildings and dwellings,2241,24034,136097,624125
1,Alabama,5619,Other support services,156,3244,19658,86416
1,Alabama,5621,Waste collection,132,2134,23208,113229
1,Alabama,5622,Waste treatment and disposal,66,1025,12109,48217
1,Alabama,5629,Remediation and other waste management services,117,1845,18114,78721
1,Alabama,6111,Elementary and secondary schools,218,9895,60666,249201
1,Alabama,6112,Junior colleges,10,1116,7671,30686
1,Alabama,6113,"Colleges, universities, and professional schools",49,10782,82124,343657
1,Alabama,6114,Business schools and computer and management training,50,538,4764,26718
1,Alabama,6115,Technical and trade schools,86,999,13227,58528
1,Alabama,6116,Other schools and instruction,404,2585,8010,33688
1,Alabama,6117,Educational support services,49,261,2076,10323
1,Alabama,6211,Offices of physicians,3013,36142,597267,2874909
1,Alabama,6212,Offices of dentists,1492,11127,116127,519855
1,Alabama,6213,Offices of other health practitioners,1665,8573,76628,339262
1,Alabama,6214,Outpatient care centers,604,13128,188229,807472
1,Alabama,6215,Medical and diagnostic laboratories,239,3585,53616,215093
1,Alabama,6216,Home health care services,404,12504,113230,481610
1,Alabama,6219,Other ambulatory health care services,198,5595,47749,205240
1,Alabama,6221,General medical and surgical hospitals,100,78447,934275,3898998
1,Alabama,6222,Psychiatric and substance abuse hospitals,8,2797,28143,128907
1,Alabama,6223,Specialty (except psychiatric and substance abuse) hospitals,17,2882,28049,120057
1,Alabama,6231,Nursing care facilities (skilled nursing facilities),217,25369,169659,712609
1,Alabama,6232,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",384,8336,40801,176412
1,Alabama,6233,Continuing care retirement communities and assisted living facilities for the elderly,221,7754,39660,170253
1,Alabama,6239,Other residential care facilities,94,1948,11069,46101
1,Alabama,6241,Individual and family services,790,12943,64288,271114
1,Alabama,6242,"Community food and housing, and emergency and other relief services",166,2119,14451,59798
1,Alabama,6243,Vocational rehabilitation services,63,1993,11654,52296
1,Alabama,6244,Child day care services,964,10524,38899,160197
1,Alabama,7111,Performing arts companies,64,719,4035,16532
1,Alabama,7112,Spectator sports,29,568,3171,14483
1,Alabama,7113,"Promoters of performing arts, sports, and similar events",61,1130,5321,22957
1,Alabama,7114,"Agents and managers for artists, athletes, entertainers, and other public figures",10,23,315,1949
1,Alabama,7115,"Independent artists, writers, and performers",70,176,1118,5161
1,Alabama,7121,"Museums, historical sites, and similar institutions",86,1602,7632,34943
1,Alabama,7131,Amusement parks and arcades,53,846,2165,12250
1,Alabama,7132,Gambling industries,11,1219,9732,36893
1,Alabama,7139,Other amusement and recreation industries,762,11609,43795,201565
1,Alabama,7211,Traveler accommodation,833,16715,77303,339287
1,Alabama,7212,RV (recreational vehicle) parks and recreational camps,87,371,1827,10046
1,Alabama,7213,Rooming and boarding houses,42,184,963,3923
1,Alabama,7223,Special food services,414,7509,33102,143910
1,Alabama,7224,Drinking places (alcoholic beverages),239,1583,5888,25779
1,Alabama,7225,Restaurants and other eating places,7204,152190,509049,2150016
1,Alabama,8111,Automotive repair and maintenance,2066,10792,86947,375743
1,Alabama,8112,Electronic and precision equipment repair and maintenance,171,2859,36996,164559
1,Alabama,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,376,4309,49710,212059
1,Alabama,8114,Personal and household goods repair and maintenance,251,725,4317,18893
1,Alabama,8121,Personal care services,1131,5362,26562,113239
1,Alabama,8122,Death care services,359,2649,20792,85549
1,Alabama,8123,Drycleaning and laundry services,388,4324,25668,108450
1,Alabama,8129,Other personal services,395,2143,9420,39979
1,Alabama,8131,Religious organizations,4600,41447,182536,754970
1,Alabama,8132,Grantmaking and giving services,212,1176,11443,47694
1,Alabama,8133,Social advocacy organizations,186,1005,7610,32532
1,Alabama,8134,Civic and social organizations,269,1690,7797,33173
1,Alabama,8139,"Business, professional, labor, political, and similar organizations",619,3048,31074,130183
2,Alaska,1131,Timber tract operations,2,a,D,D
2,Alaska,1133,Logging,28,205,2133,15402
2,Alaska,1141,Fishing,426,350,3446,26479
2,Alaska,1142,Hunting and trapping,3,1,1,80
2,Alaska,1151,Support activities for crop production,5,b,D,D
2,Alaska,1152,Support activities for animal production,5,22,64,311
2,Alaska,1153,Support activities for forestry,6,11,55,621
2,Alaska,2111,Oil and gas extraction,26,2537,170047,533166
2,Alaska,2121,Coal mining,2,c,D,D
2,Alaska,2122,Metal ore mining,36,2691,79444,301174
2,Alaska,2123,Nonmetallic mineral mining and quarrying,36,217,2681,17755
2,Alaska,2131,Support activities for mining,75,6269,159994,582571
2,Alaska,2211,"Electric power generation, transmission and distribution",79,1560,34878,147652
2,Alaska,2212,Natural gas distribution,7,c,D,D
2,Alaska,2213,"Water, sewage and other systems",21,265,4691,20938
2,Alaska,2361,Residential building construction,539,1521,18465,86901
2,Alaska,2362,Nonresidential building construction,275,3817,71147,332027
2,Alaska,2371,Utility system construction,92,2391,59792,276390
2,Alaska,2372,Land subdivision,14,40,387,2323
2,Alaska,2373,"Highway, street, and bridge construction",98,1187,25129,170585
2,Alaska,2379,Other heavy and civil engineering construction,37,424,12975,52214
2,Alaska,2381,"Foundation, structure, and building exterior contractors",270,1047,12176,77335
2,Alaska,2382,Building equipment contractors,515,3998,68593,312290
2,Alaska,2383,Building finishing contractors,396,1306,14354,67930
2,Alaska,2389,Other specialty trade contractors,285,1291,16839,118942
2,Alaska,3113,Sugar and confectionery product manufacturing,8,62,283,1492
2,Alaska,3115,Dairy product manufacturing,3,4,25,119
2,Alaska,3116,Animal slaughtering and processing,4,b,D,D
2,Alaska,3117,Seafood product preparation and packaging,104,8654,84323,355129
2,Alaska,3118,Bakeries and tortilla manufacturing,14,174,938,4457
2,Alaska,3119,Other food manufacturing,10,107,514,2618
2,Alaska,3121,Beverage manufacturing,32,394,3399,16775
2,Alaska,3122,Tobacco manufacturing,1,a,D,D
2,Alaska,3149,Other textile product mills,8,75,755,2978
2,Alaska,3152,Cut and sew apparel manufacturing,3,9,74,271
2,Alaska,3159,Apparel accessories and other apparel manufacturing,1,a,D,D
2,Alaska,3161,Leather and hide tanning and finishing,3,14,15,60
2,Alaska,3169,Other leather and allied product manufacturing,2,a,D,D
2,Alaska,3211,Sawmills and wood preservation,12,62,542,2187
2,Alaska,3212,"Veneer, plywood, and engineered wood product manufacturing",9,133,1507,7952
2,Alaska,3219,Other wood product manufacturing,18,131,1247,5413
2,Alaska,3222,Converted paper product manufacturing,1,a,D,D
2,Alaska,3231,Printing and related support activities,42,296,3201,13524
2,Alaska,3241,Petroleum and coal products manufacturing,32,585,18332,58156
2,Alaska,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2,b,D,D
2,Alaska,3254,Pharmaceutical and medicine manufacturing,2,a,D,D
2,Alaska,3255,"Paint, coating, and adhesive manufacturing",1,a,D,D
2,Alaska,3256,"Soap, cleaning compound, and toilet preparation manufacturing",3,13,52,276
2,Alaska,3259,Other chemical product and preparation manufacturing,2,a,D,D
2,Alaska,3261,Plastics product manufacturing,11,139,1603,9132
2,Alaska,3262,Rubber product manufacturing,3,21,253,1001
2,Alaska,3271,Clay product and refractory manufacturing,1,a,D,D
2,Alaska,3272,Glass and glass product manufacturing,4,9,51,384
2,Alaska,3273,Cement and concrete product manufacturing,28,233,3047,15473
2,Alaska,3279,Other nonmetallic mineral product manufacturing,2,a,D,D
2,Alaska,3311,Iron and steel mills and ferroalloy manufacturing,1,a,D,D
2,Alaska,3313,Alumina and aluminum production and processing,1,a,D,D
2,Alaska,3314,Nonferrous metal (except aluminum) production and processing,2,a,D,D
2,Alaska,3322,Cutlery and handtool manufacturing,2,a,D,D
2,Alaska,3323,Architectural and structural metals manufacturing,19,171,2481,10517
2,Alaska,3324,"Boiler, tank, and shipping container manufacturing",3,b,D,D
2,Alaska,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",21,156,2160,10583
2,Alaska,3328,"Coating, engraving, heat treating, and allied activities",3,11,86,454
2,Alaska,3329,Other fabricated metal product manufacturing,8,38,445,1983
2,Alaska,3331,"Agriculture, construction, and mining machinery manufacturing",3,b,D,D
2,Alaska,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",1,b,D,D
2,Alaska,3339,Other general purpose machinery manufacturing,2,a,D,D
2,Alaska,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",4,27,475,2117
2,Alaska,3351,Electric lighting equipment manufacturing,1,a,D,D
2,Alaska,3353,Electrical equipment manufacturing,1,a,D,D
2,Alaska,3359,Other electrical equipment and component manufacturing,1,a,D,D
2,Alaska,3362,Motor vehicle body and trailer manufacturing,1,a,D,D
2,Alaska,3363,Motor vehicle parts manufacturing,3,7,20,86
2,Alaska,3364,Aerospace product and parts manufacturing,7,68,830,3169
2,Alaska,3366,Ship and boat building,23,394,4465,18762
2,Alaska,3369,Other transportation equipment manufacturing,1,a,D,D
2,Alaska,3371,Household and institutional furniture and kitchen cabinet manufacturing,11,62,776,4119
2,Alaska,3372,Office furniture (including fixtures) manufacturing,4,62,566,2707
2,Alaska,3379,Other furniture related product manufacturing,3,18,220,885
2,Alaska,3391,Medical equipment and supplies manufacturing,23,84,918,3899
2,Alaska,3399,Other miscellaneous manufacturing,17,116,1157,5651
2,Alaska,4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,34,425,5841,23052
2,Alaska,4232,Furniture and home furnishing merchant wholesalers,17,137,1813,7315
2,Alaska,4233,Lumber and other construction materials merchant wholesalers,49,810,9432,43909
2,Alaska,4234,Professional and commercial equipment and supplies merchant wholesalers,64,632,10976,43711
2,Alaska,4235,Metal and mineral (except petroleum) merchant wholesalers,12,98,1329,5588
2,Alaska,4236,Household appliances and electrical and electronic goods merchant wholesalers,51,522,10713,43282
2,Alaska,4237,"Hardware, plumbing and heating equipment and supplies merchant wholesalers",35,356,5621,23915
2,Alaska,4238,"Machinery, equipment, and supplies merchant wholesalers",120,1406,25884,98313
2,Alaska,4239,Miscellaneous durable goods merchant wholesalers,49,291,2859,12942
2,Alaska,4241,Paper and paper product merchant wholesalers,14,133,1596,6754
2,Alaska,4242,Drugs and druggists' sundries merchant wholesalers,15,63,872,3892
2,Alaska,4243,"Apparel, piece goods, and notions merchant wholesalers",3,a,D,D
2,Alaska,4244,Grocery and related product merchant wholesalers,100,2013,23336,118675
2,Alaska,4246,Chemical and allied products merchant wholesalers,25,163,2566,10293
2,Alaska,4247,Petroleum and petroleum products merchant wholesalers,66,1083,18009,76703
2,Alaska,4248,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",11,439,6509,24629
2,Alaska,4249,Miscellaneous nondurable goods merchant wholesalers,30,362,2794,12611
2,Alaska,4251,Wholesale electronic markets and agents and brokers,44,357,3489,16651
2,Alaska,4411,Automobile dealers,76,2346,31825,133132
2,Alaska,4412,Other motor vehicle dealers,83,666,5935,27628
2,Alaska,4413,"Automotive parts, accessories, and tire stores",136,1260,10601,47535
2,Alaska,4421,Furniture stores,35,263,2896,11769
2,Alaska,4422,Home furnishings stores,66,514,3969,16227
2,Alaska,4431,Electronics and appliance stores,73,629,4854,20306
2,Alaska,4441,Building material and supplies dealers,175,3569,29267,131489
2,Alaska,4442,Lawn and garden equipment and supplies stores,26,128,858,3940
2,Alaska,4451,Grocery stores,250,6245,41197,174252
2,Alaska,4452,Specialty food stores,58,316,1618,7727
2,Alaska,4453,"Beer, wine, and liquor stores",95,637,3720,16897
2,Alaska,4461,Health and personal care stores,124,1385,12877,53911
2,Alaska,4471,Gasoline stations,187,1569,11302,46841
2,Alaska,4481,Clothing stores,160,1791,8373,35500
2,Alaska,4482,Shoe stores,36,262,1292,5635
2,Alaska,4483,"Jewelry, luggage, and leather goods stores",70,257,2175,15800
2,Alaska,4511,"Sporting goods, hobby, and musical instrument stores",157,1678,8063,34509
2,Alaska,4512,Book stores and news dealers,31,293,1114,5031
2,Alaska,4521,Department stores,11,1249,7253,29161
2,Alaska,4529,Other general merchandise stores,82,7155,56928,218174
2,Alaska,4531,Florists,31,124,575,2389
2,Alaska,4532,"Office supplies, stationery, and gift stores",175,733,4179,23259
2,Alaska,4533,Used merchandise stores,61,652,2668,12015
2,Alaska,4539,Other miscellaneous store retailers,142,619,3924,18291
